pmid,cancer_type
28639410,Pancreatic Cancer
28640166,Breast Cancer
28640166,Vaginal Cancer
28640361,Colorectal Cancer
28640385,Lymphoma
28640387,Colorectal Cancer
28640517,Liver Cancer
28640697,Brain Tumor
28640707,Brain Tumor
28641974,Prostate Cancer
28642335,Carcinoid Tumor
28642816,Melanoma
28642816,Cardiac Tumors
28642818,Head and Neck Cancer
28642818,Kidney Cancer
28642818,Liver Cancer
28642818,Lymphoma
28643023,Breast Cancer
28643069,Ovarian Cancer
28643069,Colorectal Cancer
28643069,Gastric Cancer
28643144,Gastric Cancer
28643618,Colorectal Cancer
28643680,Multiple Myeloma
28643791,Sarcoma
28643791,Ewing Sarcoma
28644075,Sarcoma
28644114,Leukemia
28644114,Acute Myeloid Leukemia (AML)
28644771,Kidney Cancer
28644773,Bone Cancer
28644773,Leukemia
28644773,Lymphoma
28644853,Bone Cancer
28644853,Brain Tumor
28644853,Leukemia
28644853,Acute Lymphoblastic Leukemia (ALL)
28645200,Brain Tumor
28645287,Prostate Cancer
28645290,Melanoma
28645290,Liver Cancer
28645482,Gastric Cancer
28645482,Kidney Cancer
28645776,Kidney Cancer
28645776,Leukemia
28645776,Acute Myeloid Leukemia (AML)
28645942,Colorectal Cancer
28646022,Gastrointestinal Tumor
28646344,Breast Cancer
28646771,Lung Cancer
28646771,Lymphoma
28647395,Bladder Cancer
28647611,Breast Cancer
28647611,Lung Cancer
28648378,Prostate Cancer
28648698,Melanoma
28649732,Breast Cancer
28649985,Breast Cancer
28649985,Gastrointestinal Tumor
28650338,Melanoma
28650338,Head and Neck Cancer
28650354,Liver Cancer
28650355,Breast Cancer
28650437,Melanoma
28650537,Melanoma
28650564,Liver Cancer
28650564,Lung Cancer
28650564,Pancreatic Cancer
28651159,Melanoma
28651527,Prostate Cancer
28651527,Lung Cancer
28651604,Leukemia
28651604,Acute Myeloid Leukemia (AML)
28651604,Myeloproliferative Neoplasms
28651804,Endometrial Cancer
28651927,Sarcoma
28651927,Cardiac Tumors
28651929,Head and Neck Cancer
28652021,Sarcoma
28652146,Lung Cancer
28652280,Melanoma
28652380,Breast Cancer
28652415,Liver Cancer
28652415,Pancreatic Cancer
28652450,Bladder Cancer
28652451,Bladder Cancer
28653250,Breast Cancer
28653400,Multiple Myeloma
28653407,Lymphoma
28653662,Breast Cancer
28654140,Sarcoma
28654140,Neuroblastoma
28654140,Colorectal Cancer
28654363,Breast Cancer
28654365,Breast Cancer
28654365,Ovarian Cancer
28654366,Bone Cancer
28654366,Prostate Cancer
28654548,Melanoma
28654572,Testicular Cancer
28654573,Endometrial Cancer
28655452,Prostate Cancer
28655541,Prostate Cancer
28655599,Multiple Myeloma
28655793,Gastric Cancer
28655794,Brain Tumor
28655795,Skin Cancer
28656487,Leukemia
28656487,Acute Lymphoblastic Leukemia (ALL)
28657814,Rectal Cancer
28657814,Anal Cancer
28657814,Liver Cancer
28657814,Lung Cancer
28657938,Colorectal Cancer
28657938,Liver Cancer
28657939,Pancreatic Cancer
28657941,Breast Cancer
28658208,Breast Cancer
28658485,Gastric Cancer
28659275,Leukemia
28659275,Acute Lymphoblastic Leukemia (ALL)
28659338,Bone Cancer
28659338,Leukemia
28659338,Acute Myeloid Leukemia (AML)
28661823,Pancreatic Cancer
28661915,Thyroid Cancer
28662232,Melanoma
28662274,Thyroid Cancer
28662647,Prostate Cancer
28662869,Melanoma
28662869,Brain Tumor
28662869,Kidney Cancer
28662869,Lung Cancer
28663228,Prostate Cancer
28663228,Testicular Cancer
28664254,Pancreatic Cancer
28664413,Sarcoma
28664471,Penile Cancer
28664931,Prostate Cancer
28664993,Cervical Cancer
28665395,Prostate Cancer
28666457,Breast Cancer
28666686,Pancreatic Cancer
28666902,Brain Tumor
28666906,Leukemia
28666906,Acute Lymphoblastic Leukemia (ALL)
28666906,Chronic Lymphocytic Leukemia (CLL)
28666906,Lymphoma
28667329,Leukemia
28667329,Acute Myeloid Leukemia (AML)
28667367,Bone Cancer
28668277,Prostate Cancer
28668490,Leukemia
28668490,Myeloproliferative Neoplasms
28668538,Colorectal Cancer
28668859,Ovarian Cancer
28669098,Sarcoma
28669490,Multiple Myeloma
28670784,Breast Cancer
28670957,Cervical Cancer
28671046,Liver Cancer
28671506,Gastric Cancer
28671688,Leukemia
28671688,Acute Lymphoblastic Leukemia (ALL)
28671856,Melanoma
28671856,Brain Tumor
28673394,Leukemia
28673394,Acute Myeloid Leukemia (AML)
28673537,Breast Cancer
28673554,Prostate Cancer
28674082,Prostate Cancer
28674118,Retinoblastoma
28674118,Neuroblastoma
28675164,Brain Tumor
28675356,Liver Cancer
28675459,Multiple Myeloma
28675788,Bone Cancer
28675788,Prostate Cancer
28676215,Lung Cancer
28676215,Lymphoma
28676564,Rectal Cancer
28676564,Colorectal Cancer
28677830,Lymphoma
28678668,Melanoma
28678668,Kidney Cancer
28678785,Melanoma
28678785,Prostate Cancer
28678785,Sarcoma
28678827,Head and Neck Cancer
28679300,Melanoma
28679300,Leukemia
28679300,Myeloproliferative Neoplasms
28679640,Leukemia
28679643,Melanoma
28679654,Breast Cancer
28679734,Leukemia
28679734,Myeloproliferative Neoplasms
28679765,Gastrointestinal Tumor
28679765,Lung Cancer
28679767,Lung Cancer
28679770,Lung Cancer
28679771,Breast Cancer
28679776,Head and Neck Cancer
28679777,Brain Tumor
28681156,Breast Cancer
28681156,Skin Cancer
28681242,Colorectal Cancer
28681242,Gastrointestinal Tumor
28681335,Prostate Cancer
28681664,Leukemia
28682183,Colorectal Cancer
28682871,Prostate Cancer
28683010,Gallbladder Cancer
28683174,Liver Cancer
28683449,Esophageal Cancer
28683459,Liver Cancer
28683766,Multiple Myeloma
28684537,Multiple Myeloma
28685225,Liver Cancer
28685276,Breast Cancer
28685276,Melanoma
28685276,Esophageal Cancer
28685599,Lung Cancer
28685851,Leukemia
28685851,Acute Myeloid Leukemia (AML)
28685851,Chronic Lymphocytic Leukemia (CLL)
28685851,Lymphoma
28685851,Myeloproliferative Neoplasms
28686147,Bone Cancer
28686476,Breast Cancer
28687143,Testicular Cancer
28687375,Brain Tumor
28687377,Brain Tumor
28687443,Brain Tumor
28687509,Liver Cancer
28687581,Leukemia
28687581,Acute Myeloid Leukemia (AML)
28687616,Pancreatic Cancer
28687971,Pancreatic Cancer
28688082,Breast Cancer
28688518,Colorectal Cancer
28688518,Liver Cancer
28688613,Prostate Cancer
28688679,Head and Neck Cancer
28688917,Kidney Cancer
28689073,Skin Cancer
28689073,Pituitary Tumor
28689073,Thyroid Cancer
28689073,Liver Cancer
28689281,Lung Cancer
28689668,Ovarian Cancer
28689694,Bladder Cancer
28690011,Mesothelioma
28690103,Breast Cancer
28692382,Breast Cancer
28692457,Thyroid Cancer
28692550,Neuroblastoma
28692550,Lung Cancer
28693363,Leukemia
28693363,Acute Lymphoblastic Leukemia (ALL)
28693586,Leukemia
28693586,Acute Myeloid Leukemia (AML)
28694182,Leukemia
28694182,Acute Myeloid Leukemia (AML)
28695267,Prostate Cancer
28695393,Colorectal Cancer
28695393,Liver Cancer
28695394,Appendix Cancer
28696016,Brain Tumor
28696504,Neuroblastoma
28696812,Lymphoma
28696856,Breast Cancer
28697110,Ovarian Cancer
28697110,Endometrial Cancer
28697131,Pancreatic Cancer
28697136,Pancreatic Cancer
28697319,Kidney Cancer
28697340,Lymphoma
28697344,Pancreatic Cancer
28697854,Sarcoma
28697883,Lung Cancer
28698296,Ovarian Cancer
28698296,Fallopian Tube Cancer
28698349,Prostate Cancer
28699179,Colorectal Cancer
28699179,Liver Cancer
28699256,Lymphoma
28699269,Skin Cancer
28699269,Breast Cancer
28699793,Cardiac Tumors
28700436,Ovarian Cancer
28700436,Endometrial Cancer
28700436,Fallopian Tube Cancer
28700442,Pancreatic Cancer
28700444,Pancreatic Cancer
28700784,Pancreatic Cancer
28702770,Breast Cancer
28702772,Pancreatic Cancer
28702894,Breast Cancer
28704341,Prostate Cancer
28704539,Colorectal Cancer
28704807,Brain Tumor
28704807,Breast Cancer
28704807,Cardiac Tumors
28705002,Gastrointestinal Tumor
28705002,Pancreatic Cancer
28705004,Pancreatic Cancer
28705007,Gastrointestinal Tumor
28705007,Lung Cancer
28705007,Pancreatic Cancer
28705408,Ovarian Cancer
28705490,Liver Cancer
28705573,Kidney Cancer
28705916,Neuroblastoma
28705916,Bladder Cancer
28705916,Head and Neck Cancer
28705916,Kidney Cancer
28705916,Liver Cancer
28705917,Bone Cancer
28705917,Colorectal Cancer
28705917,Kidney Cancer
28706010,Breast Cancer
28706010,Bone Cancer
28708307,Esophageal Cancer
28708307,Gastric Cancer
28708931,Leukemia
28708931,Acute Myeloid Leukemia (AML)
28708932,Colorectal Cancer
28709704,Endometrial Cancer
28710059,Leukemia
28710059,Acute Myeloid Leukemia (AML)
28710342,Sarcoma
28710342,Ewing Sarcoma
28710537,Breast Cancer
28710537,Cardiac Tumors
28710540,Pancreatic Cancer
28710901,Prostate Cancer
28710943,Breast Cancer
28710943,Colorectal Cancer
28710943,Lung Cancer
28711727,Bone Cancer
28711727,Leukemia
28711727,Acute Myeloid Leukemia (AML)
28711727,Myeloproliferative Neoplasms
28711728,Bone Cancer
28711728,Multiple Myeloma
28712427,Lung Cancer
28712671,Breast Cancer
28712887,Prostate Cancer
28714472,Lung Cancer
28714780,Lung Cancer
28714866,Leukemia
28714866,Chronic Lymphocytic Leukemia (CLL)
28714990,Melanoma
28714990,Lung Cancer
28715249,Leukemia
28715249,Chronic Lymphocytic Leukemia (CLL)
28716137,Lung Cancer
28716370,Prostate Cancer
28716561,Kidney Cancer
28716650,Prostate Cancer
28716815,Gastric Cancer
28717182,Breast Cancer
28718037,Sarcoma
28718205,Lymphoma
28718335,Leukemia
28718335,Lymphoma
28718665,Breast Cancer
28718694,Leukemia
28718694,Chronic Lymphocytic Leukemia (CLL)
28718694,Lymphoma
28718728,Leukemia
28718728,Acute Myeloid Leukemia (AML)
28719025,Lymphoma
28719152,Melanoma
28719467,Colorectal Cancer
28719713,Skin Cancer
28719836,Breast Cancer
28720217,Breast Cancer
28720259,Colorectal Cancer
28720259,Lung Cancer
28720358,Bladder Cancer
28720391,Kidney Cancer
28720546,Breast Cancer
28720666,Leukemia
28721886,Prostate Cancer
28721890,Brain Tumor
28721890,Melanoma
28721892,Anal Cancer
28722170,Leukemia
28722170,Chronic Lymphocytic Leukemia (CLL)
28723274,Brain Tumor
28724219,Lung Cancer
28724391,Breast Cancer
28724666,Melanoma
28726077,Breast Cancer
28726535,Skin Cancer
28726535,Colorectal Cancer
28726535,Endometrial Cancer
28726797,Bone Cancer
28726797,Multiple Myeloma
28726808,Pancreatic Cancer
28727381,Kidney Cancer
28727768,Kidney Cancer
28727865,Esophageal Cancer
28727865,Lung Cancer
28728751,Cervical Cancer
28728751,Colorectal Cancer
28728751,Liver Cancer
28728868,Melanoma
28728868,Gastrointestinal Tumor
28728992,Kidney Cancer
28729151,Melanoma
28729151,Thyroid Cancer
28729151,Brain Tumor
28729154,Mesothelioma
28729154,Skin Cancer
28729154,Cardiac Tumors
28729154,Lung Cancer
28729180,Lung Cancer
28729302,Leukemia
28729302,Acute Myeloid Leukemia (AML)
28729302,Myeloproliferative Neoplasms
28729319,Colorectal Cancer
28729401,Lung Cancer
28730293,Prostate Cancer
28730293,Bone Cancer
28730354,Liver Cancer
28730354,Pancreatic Cancer
28730545,Bone Cancer
28730545,Liver Cancer
28731041,Sarcoma
28731046,Breast Cancer
28731046,Gastrointestinal Tumor
28731777,Bladder Cancer
28731777,Kidney Cancer
28731956,Gastrointestinal Tumor
28732325,Breast Cancer
28732326,Sarcoma
28733185,Liver Cancer
28733185,Lung Cancer
28733264,Cardiac Tumors
28733264,Kidney Cancer
28733266,Lymphoma
28733428,Lung Cancer
28733439,Melanoma
28733439,Lymphoma
28733443,Prostate Cancer
28733741,Pancreatic Cancer
28734019,Prostate Cancer
28734497,Ovarian Cancer
28734498,Skin Cancer
28734498,Colorectal Cancer
28734759,Colorectal Cancer
28734806,Colorectal Cancer
28734876,Leukemia
28734876,Acute Myeloid Leukemia (AML)
28735481,Leukemia
28735481,Acute Myeloid Leukemia (AML)
28735889,Leukemia
28735890,Multiple Myeloma
28735890,Testicular Cancer
28736057,Breast Cancer
28736188,Pancreatic Cancer
28736318,Prostate Cancer
28736322,Prostate Cancer
28736322,Bone Cancer
28737620,Melanoma
28737763,Melanoma
28738044,Breast Cancer
28738935,Gallbladder Cancer
28738939,Breast Cancer
28738949,Adrenocortical Cancer
28738949,Gastric Cancer
28738949,Liver Cancer
28738949,Pancreatic Cancer
28739160,Cardiac Tumors
28739160,Liver Cancer
28739282,Pancreatic Cancer
28739316,Brain Tumor
28739316,Lung Cancer
28741122,Sarcoma
28741123,Sarcoma
28741502,Gastrointestinal Tumor
28741528,Melanoma
28742454,Leukemia
28742454,Multiple Myeloma
28742682,Breast Cancer
28743155,Bladder Cancer
28743157,Lung Cancer
28743162,Bladder Cancer
28743165,Leukemia
28743167,Liver Cancer
28743429,Multiple Myeloma
28744737,Rectal Cancer
28744737,Liver Cancer
28744737,Lung Cancer
28744737,Pancreatic Cancer
28746590,Leukemia
28746590,Acute Myeloid Leukemia (AML)
28746931,Melanoma
28748564,Breast Cancer
28748564,Prostate Cancer
28748564,Colorectal Cancer
28748564,Lung Cancer
28749548,Lymphoma
28749724,Breast Cancer
28749907,Bladder Cancer
28749918,Bladder Cancer
28749919,Leukemia
28749919,Acute Lymphoblastic Leukemia (ALL)
28749919,Acute Myeloid Leukemia (AML)
28750120,Breast Cancer
28750354,Breast Cancer
28750659,Pancreatic Cancer
28751562,Multiple Myeloma
28752189,Breast Cancer
28752190,Breast Cancer
28752331,Breast Cancer
28752405,Gallbladder Cancer
28752839,Breast Cancer
28752842,Sarcoma
28752842,Bone Cancer
28753749,Kidney Cancer
28753760,Bladder Cancer
28753773,Kidney Cancer
28753780,Kidney Cancer
28753783,Penile Cancer
28753786,Kidney Cancer
28753801,Testicular Cancer
28753811,Prostate Cancer
28753816,Bladder Cancer
28753837,Bladder Cancer
28753842,Kidney Cancer
28753857,Bladder Cancer
28753879,Bladder Cancer
28753882,Prostate Cancer
28753897,Bladder Cancer
28754483,Ovarian Cancer
28754483,Fallopian Tube Cancer
28754676,Kidney Cancer
28754721,Sarcoma
28754816,Pancreatic Cancer
28754817,Melanoma
28755879,Breast Cancer
28756051,Lung Cancer
28756137,Melanoma
28756871,Ovarian Cancer
28756902,Cervical Cancer
28756902,Bone Cancer
28756902,Kidney Cancer
28759015,Colorectal Cancer
28760295,Liver Cancer
28760299,Myeloproliferative Neoplasms
28760854,Gastric Cancer
28760854,Liver Cancer
28760854,Lung Cancer
28762114,Breast Cancer
28762137,Sarcoma
28762137,Melanoma
28762137,Ewing Sarcoma
28762137,Head and Neck Cancer
28763429,Breast Cancer
28764748,Breast Cancer
28764807,Breast Cancer
28764811,Head and Neck Cancer
28765324,Liver Cancer
28765324,Lung Cancer
28765325,Ovarian Cancer
28765325,Breast Cancer
28765339,Breast Cancer
28765978,Liver Cancer
28765998,Prostate Cancer
28766195,Breast Cancer
28766197,Breast Cancer
28766206,Breast Cancer
28766207,Breast Cancer
28766208,Breast Cancer
28766212,Breast Cancer
28766214,Breast Cancer
28766215,Breast Cancer
28766219,Skin Cancer
28766219,Breast Cancer
28766220,Breast Cancer
28766224,Breast Cancer
28766230,Breast Cancer
28766233,Skin Cancer
28766233,Breast Cancer
28766233,Head and Neck Cancer
28766234,Breast Cancer
28767139,Colorectal Cancer
28767562,Colorectal Cancer
28767562,Liver Cancer
28767666,Bone Cancer
28767666,Leukemia
28767666,Lymphoma
28768491,Gastrointestinal Tumor
28768570,Ovarian Cancer
28770449,Breast Cancer
28770514,Anal Cancer
28770990,Liver Cancer
28771788,Breast Cancer
28774338,Pancreatic Cancer
28774461,Ovarian Cancer
28774880,Leukemia
28774880,Myeloproliferative Neoplasms
28775303,Breast Cancer
28775303,Brain Tumor
28775315,Bladder Cancer
28775315,Prostate Cancer
28775315,Kidney Cancer
28775315,Testicular Cancer
28776282,Breast Cancer
28776425,Leukemia
28776425,Acute Lymphoblastic Leukemia (ALL)
28777690,Head and Neck Cancer
28778345,Brain Tumor
28778345,Lung Cancer
28778347,Sarcoma
28778620,Leukemia
28778620,Hairy Cell Leukemia
28779245,Gastric Cancer
28779245,Pancreatic Cancer
28781061,Brain Tumor
28782131,Cardiac Tumors
28782131,Lymphoma
28783450,Leukemia
28783450,Acute Myeloid Leukemia (AML)
28783719,Melanoma
28783719,Colorectal Cancer
28783719,Lung Cancer
28783725,Lung Cancer
28784153,Breast Cancer
28784153,Gastrointestinal Tumor
28784613,Anal Cancer
28784865,Pancreatic Cancer
28785936,Liver Cancer
28786105,Skin Cancer
28786105,Head and Neck Cancer
28786848,Prostate Cancer
28787661,Colorectal Cancer
28789937,Lymphoma
28790110,Head and Neck Cancer
28790115,Prostate Cancer
28790487,Brain Tumor
28792260,Bone Cancer
28792260,Lymphoma
28794284,Breast Cancer
28794488,Breast Cancer
28795333,Prostate Cancer
28796587,Prostate Cancer
28796857,Colorectal Cancer
28796964,Bone Cancer
28796964,Leukemia
28796964,Acute Myeloid Leukemia (AML)
28797445,Head and Neck Cancer
28797467,Head and Neck Cancer
28797570,Kidney Cancer
28797780,Leukemia
28797780,Lymphoma
28797780,Mycosis Fungoides
28798985,Breast Cancer
28798985,Gastrointestinal Tumor
28798996,Colorectal Cancer
28798996,Liver Cancer
28799004,Gastric Cancer
28799084,Lung Cancer
28799231,Multiple Myeloma
28799432,Leukemia
28799432,Acute Myeloid Leukemia (AML)
28800492,Prostate Cancer
28800492,Cardiac Tumors
28800861,Breast Cancer
28800943,Ovarian Cancer
28801183,Lung Cancer
28801307,Breast Cancer
28801450,Leukemia
28801450,Hairy Cell Leukemia
28801472,Breast Cancer
28801846,Breast Cancer
28801853,Gastric Cancer
28801995,Liver Cancer
28802642,Bladder Cancer
28802766,Ovarian Cancer
28802766,Fallopian Tube Cancer
28802831,Prostate Cancer
28802891,Leukemia
28802891,Chronic Lymphocytic Leukemia (CLL)
28802891,Lymphoma
28803351,Multiple Myeloma
28803700,Prostate Cancer
28803701,Urethral Cancer
28803919,Leukemia
28805661,Breast Cancer
28805820,Prostate Cancer
28805820,Leukemia
28805820,Testicular Cancer
28805821,Prostate Cancer
28805821,Endometrial Cancer
28805822,Prostate Cancer
28806116,Lung Cancer
28806262,Prostate Cancer
28806420,Lung Cancer
28806963,Lung Cancer
28807024,Bladder Cancer
28807048,Melanoma
28807048,Kidney Cancer
28807052,Melanoma
28807210,Colorectal Cancer
28807210,Liver Cancer
28807240,Liver Cancer
28807366,Ovarian Cancer
28807366,Cervical Cancer
28807366,Vulvar Cancer
28807366,Vaginal Cancer
28807366,Endometrial Cancer
28807791,Kidney Cancer
28807791,Leukemia
28807937,Kidney Cancer
28808039,Bladder Cancer
28808255,Pancreatic Cancer
28808875,Carcinoid Tumor
28808875,Gastric Cancer
28808875,Gastrointestinal Tumor
28809863,Colorectal Cancer
28810062,Breast Cancer
28810145,Melanoma
28810355,Prostate Cancer
28810819,Leukemia
28810819,Acute Myeloid Leukemia (AML)
28810883,Gastric Cancer
28810913,Breast Cancer
28811306,Leukemia
28811306,Acute Lymphoblastic Leukemia (ALL)
28811306,Acute Myeloid Leukemia (AML)
28811306,Myeloproliferative Neoplasms
28811578,Colorectal Cancer
28812304,Prostate Cancer
28813415,Retinoblastoma
28813415,Breast Cancer
28813674,Breast Cancer
28814544,Breast Cancer
28814544,Ovarian Cancer
28814544,Colorectal Cancer
28814544,Lung Cancer
28815841,Head and Neck Cancer
28816141,Melanoma
28816141,Breast Cancer
28816141,Kidney Cancer
28816141,Lung Cancer
28816150,Brain Tumor
28816150,Melanoma
28816151,Kidney Cancer
28816151,Liver Cancer
28816162,Mesothelioma
28816162,Cardiac Tumors
28816162,Lung Cancer
28816714,Prostate Cancer
28816716,Prostate Cancer
28816801,Neuroblastoma
28817187,Pancreatic Cancer
28817190,Multiple Myeloma
28817371,Colorectal Cancer
28817373,Thyroid Cancer
28817374,Mesothelioma
28817399,Prostate Cancer
28817405,Skin Cancer
28817755,Melanoma
28817835,Thyroid Cancer
28817835,Ovarian Cancer
28817837,Colorectal Cancer
28818953,Gallbladder Cancer
28818953,Liver Cancer
28818992,Prostate Cancer
28818992,Breast Cancer
28818992,Bone Cancer
28818992,Liver Cancer
28819021,Prostate Cancer
28819024,Breast Cancer
28819235,Kidney Cancer
28819720,Colorectal Cancer
28819789,Gastric Cancer
28820176,Liver Cancer
28820176,Lung Cancer
28820176,Pancreatic Cancer
28821205,Breast Cancer
28821205,Lung Cancer
28821559,Lung Cancer
28822332,Breast Cancer
28822397,Breast Cancer
28822556,Ovarian Cancer
28822586,Kidney Cancer
28823316,Leukemia
28823316,Acute Myeloid Leukemia (AML)
28824725,Bladder Cancer
28824725,Colorectal Cancer
28824725,Lung Cancer
28825145,Breast Cancer
28825227,Breast Cancer
28825726,Breast Cancer
28825947,Melanoma
28828599,Breast Cancer
28828698,Brain Tumor
28828698,Melanoma
28829693,Prostate Cancer
28829693,Breast Cancer
28829693,Colorectal Cancer
28829693,Lung Cancer
28831670,Breast Cancer
28831739,Prostate Cancer
28831739,Cervical Cancer
28831739,Kidney Cancer
28832307,Bladder Cancer
28832384,Brain Tumor
28832384,Skin Cancer
28832956,Lymphoma
28832957,Lymphoma
28832976,Pancreatic Cancer
28832978,Kidney Cancer
28832979,Kidney Cancer
28832984,Prostate Cancer
28832986,Sarcoma
28833159,Breast Cancer
28833197,Esophageal Cancer
28834453,Bladder Cancer
28834684,Breast Cancer
28834695,Lung Cancer
28834904,Liver Cancer
28835339,Brain Tumor
28835371,Leukemia
28835371,Chronic Lymphocytic Leukemia (CLL)
28835386,Melanoma
28835386,Lung Cancer
28835440,Leukemia
28835441,Leukemia
28835441,Acute Myeloid Leukemia (AML)
28835684,Breast Cancer
28835699,Lung Cancer
28835699,Lymphoma
28836124,Head and Neck Cancer
28836247,Colorectal Cancer
28836247,Gastric Cancer
28836247,Liver Cancer
28837404,Leukemia
28837404,Lymphoma
28837533,Sarcoma
28837533,Ewing Sarcoma
28837718,Bladder Cancer
28838379,Sarcoma
28838379,Lung Cancer
28838379,Pancreatic Cancer
28838400,Lung Cancer
28838509,Lung Cancer
28838862,Lung Cancer
28838931,Breast Cancer
28838931,Colorectal Cancer
28840453,Cervical Cancer
28840453,Ovarian Cancer
28840453,Endometrial Cancer
28840497,Liver Cancer
28840521,Liver Cancer
28840584,Sarcoma
28840857,Kidney Cancer
28841236,Leukemia
28841236,Acute Myeloid Leukemia (AML)
28841236,Myeloproliferative Neoplasms
28841387,Melanoma
28841389,Lung Cancer
28841418,Ovarian Cancer
28841797,Brain Tumor
28842136,Leukemia
28842136,Acute Lymphoblastic Leukemia (ALL)
28842210,Prostate Cancer
28842510,Prostate Cancer
28842575,Gastrointestinal Tumor
28843358,Lung Cancer
28843358,Lymphoma
28843370,Breast Cancer
28843653,Ovarian Cancer
28843768,Cardiac Tumors
28843768,Lung Cancer
28843768,Multiple Myeloma
28843976,Breast Cancer
28844816,Bone Cancer
28844816,Myeloproliferative Neoplasms
28844946,Leukemia
28844946,Myeloproliferative Neoplasms
28845536,Breast Cancer
28846483,Cardiac Tumors
28846483,Kidney Cancer
28847688,Bladder Cancer
28847750,Rectal Cancer
28847750,Colorectal Cancer
28847917,Brain Tumor
28847998,Leukemia
28847998,Multiple Myeloma
28848053,Lung Cancer
28848104,Esophageal Cancer
28848203,Brain Tumor
28849337,Breast Cancer
28850629,Colorectal Cancer
28851321,Carcinoid Tumor
28851321,Bile Duct Cancer
28851321,Gastrointestinal Tumor
28851415,Breast Cancer
28851416,Melanoma
28851581,Prostate Cancer
28851581,Urethral Cancer
28851812,Lung Cancer
28851816,Colorectal Cancer
28851898,Bladder Cancer
28853208,Neuroblastoma
28853208,Brain Tumor
28853208,Bone Cancer
28853613,Leukemia
28853613,Lung Cancer
28853615,Bladder Cancer
28853617,Lymphoma
28854066,Sarcoma
28854070,Breast Cancer
28854237,Pancreatic Cancer
28854316,Colorectal Cancer
28854316,Liver Cancer
28854978,Leukemia
28855034,Bone Cancer
28855034,Lung Cancer
28855213,Gastrointestinal Tumor
28855350,Ovarian Cancer
28856360,Bone Cancer
28856360,Lung Cancer
28856682,Colorectal Cancer
28857614,Cardiac Tumors
28857614,Kidney Cancer
28857784,Ovarian Cancer
28858372,Breast Cancer
28858372,Prostate Cancer
28858372,Colorectal Cancer
28858372,Lung Cancer
28858385,Colorectal Cancer
28858385,Liver Cancer
28858511,Lymphoma
28858535,Breast Cancer
28859059,Retinoblastoma
28859059,Skin Cancer
28859185,Leukemia
28859185,Acute Lymphoblastic Leukemia (ALL)
28859185,Liver Cancer
28859191,Thyroid Cancer
28859233,Liver Cancer
28859336,Pituitary Tumor
28859336,Brain Tumor
28860053,Brain Tumor
28860112,Bone Cancer
28860112,Breast Cancer
28860112,Lung Cancer
28860342,Lymphoma
28860410,Sarcoma
28860410,Gastrointestinal Tumor
28860411,Pancreatic Cancer
28861842,Bone Cancer
28861842,Multiple Myeloma
28862213,Melanoma
28862261,Liver Cancer
28862476,Sarcoma
28863016,Prostate Cancer
28863345,Bone Cancer
28863345,Gastrointestinal Tumor
28863345,Leukemia
28863345,Chronic Lymphocytic Leukemia (CLL)
28863346,Multiple Myeloma
28864067,Breast Cancer
28864067,Pancreatic Cancer
28864402,Breast Cancer
28864402,Cardiac Tumors
28864456,Ovarian Cancer
28864456,Gallbladder Cancer
28864456,Kidney Cancer
28864456,Liver Cancer
28864640,Lymphoma
28864680,Pancreatic Cancer
28864681,Pancreatic Cancer
28865736,Rectal Cancer
28865736,Colorectal Cancer
28865925,Head and Neck Cancer
28865962,Breast Cancer
28866255,Prostate Cancer
28867545,Lung Cancer
28867546,Lung Cancer
28869816,Leukemia
28870617,Prostate Cancer
28870642,Lymphoma
28870799,Brain Tumor
28870799,Head and Neck Cancer
28870928,Head and Neck Cancer
28871564,Bile Duct Cancer
28871564,Pancreatic Cancer
28871988,Bladder Cancer
28871998,Neuroblastoma
28872000,Neuroblastoma
28872000,Kidney Cancer
28872226,Prostate Cancer
28872442,Lung Cancer
28872470,Lymphoma
28872778,Bladder Cancer
28873161,Colorectal Cancer
28873162,Prostate Cancer
28873162,Breast Cancer
28873162,Colorectal Cancer
28873162,Kidney Cancer
28873162,Pancreatic Cancer
28874350,Lymphoma
28874413,Breast Cancer
28874546,Pancreatic Cancer
28874593,Lung Cancer
28874593,Pancreatic Cancer
28874594,Leukemia
28874594,Acute Lymphoblastic Leukemia (ALL)
28874817,Ovarian Cancer
28875723,Breast Cancer
28875836,Lymphoma
28875836,Multiple Myeloma
28875848,Breast Cancer
28876975,Breast Cancer
28877045,Gastric Cancer
28877533,Breast Cancer
28877935,Breast Cancer
28878032,Colorectal Cancer
28878133,Bone Cancer
28878133,Breast Cancer
28878208,Melanoma
28879441,Lung Cancer
28879603,Liver Cancer
28879661,Melanoma
28880714,Breast Cancer
28880971,Leukemia
28880971,Acute Myeloid Leukemia (AML)
28881266,Breast Cancer
28881381,Colorectal Cancer
28881456,Ovarian Cancer
28881497,Liver Cancer
28882436,Ovarian Cancer
28882882,Lymphoma
28882999,Sarcoma
28883519,Breast Cancer
28883519,Prostate Cancer
28883519,Melanoma
28883519,Lung Cancer
28884391,Colorectal Cancer
28884391,Liver Cancer
28884744,Carcinoid Tumor
28884744,Lung Cancer
28885303,Colorectal Cancer
28885712,Brain Tumor
28885712,Esophageal Cancer
28885734,Skin Cancer
28885734,Leukemia
28885734,Acute Myeloid Leukemia (AML)
28885734,Myeloproliferative Neoplasms
28885881,Lung Cancer
28886381,Melanoma
28888224,Head and Neck Cancer
